name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
ECKERLE4LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,0.72230265,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EDENSCH,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,33145,0,1,1,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,128851
EG1,b,r,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EG2,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,-7.573238863,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EGGCRATE,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,43.37238072,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EGGCRATEB,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,43.37238072,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EGGCRATENE,n,r,2,0,0,0,4,2,2,0,4,0,2,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
EIGENA,n,r,6,6,6,0,6,0,6,0,6,0,0,0,6,0,1,1,1,0,1,0,1,2  10,6  110,6  110,6  110,0  0,6  110,0  0,6  110,0  0,6  110,0  0,0  0,0  0,6  110,0  0
EIGENA2,n,r,6,0,0,0,3,0,3,0,3,0,0,0,3,1,0,1,1,0,1,0,1,2  10,6  110,0  0,0  0,0  0,3  55,0  0,3  55,0  0,3  55,0  0,0  0,0  0,3  55,1  285
EIGENACO,n,r,6,0,0,0,3,0,3,0,3,0,0,0,3,1,0,1,1,0,1,0,1,2  10,6  110,0  0,0  0,0  0,3  55,0  0,3  55,0  0,3  55,0  0,0  0,0  0,3  55,1  285
EIGENALS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2  10  50,6   110  2550,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,1    285  40425
EIGENB,n,r,6,0,0,0,6,0,6,0,6,0,0,0,6,0,1,1,1,0,1,0,1,2  10,6  110,0  0,0  0,0  0,6  110,0  0,6  110,0  0,6  110,0  0,0  0,0  0,6  110,0  0
EIGENB2,n,r,6,0,0,0,3,0,3,0,3,0,0,0,3,4,0,1,1,0,1,0,1,2  10,6  110,0  0,0  0,0  0,3  55,0  0,3  55,0  0,3  55,0  0,0  0,0  0,3  55,4  28
EIGENBCO,n,r,6,0,0,0,3,0,3,0,3,0,0,0,3,3,0,1,1,0,1,0,1,2  10,6  110,0  0,0  0,0  0,3  55,0  0,3  55,0  0,3  55,0  0,0  0,0  0,3  55,3  19
EIGENBLS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2  10  50,6   110  2550,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,3  19  99
EIGMAXA,n,r,3,6,3,3,3,0,3,0,3,0,0,0,3,-1,0,1,1,0,1,0,1,2   10  100,3   11  101,6   22  202,3   11  101,3   11  101,3   11  101,0  0  0,3   11  101,0  0  0,3   11  101,0  0  0,0  0  0,0  0  0,3   11  101,-3
EIGMINA,n,r,3,6,3,3,3,0,3,0,3,0,0,0,3,1,0,1,1,0,1,0,1,2   10  100,3   11  101,6   22  202,3   11  101,3   11  101,3   11  101,0  0  0,3   11  101,0  0  0,3   11  101,0  0  0,0  0  0,0  0  0,3   11  101,1  1  1
ELATTAR,n,r,7,0,0,0,102,0,102,102,0,0,0,102,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
ELATVIDU,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,16002,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ELATVIDUB,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,16002,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ELATVIDUNE,n,r,2,0,0,0,3,0,3,0,3,0,0,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
ELEC,n,r,75,0,0,0,25,0,25,0,25,0,0,0,25,380.4651525,0,1,1,0,1,0,1,25   50  100  200,75  150  300  600,0  0  0  0,0  0  0  0,0  0  0  0,25   50  100  200,0  0  0  0,25   50  100  200,0  0  0  0,25   50  100  200,0  0  0  0,0  0  0  0,0  0  0  0,25   50  100  200,380.465152       1867.4183      8870.65532      41121.3329
ENGVAL1,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,531,0,1,1,0,0,0,0,2   50  100,2   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,59  2891  5841
ENGVAL2,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,629,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ENGVAL2NE,n,r,3,0,0,0,5,2,3,0,5,0,2,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
ENSO,n,r,9,0,0,0,168,0,168,0,168,0,0,0,168,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
ENSOLS,u,r,9,0,0,0,0,0,0,0,0,0,0,0,0,1153.943948,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EQC,l,r,9,18,9,9,3,3,0,3,0,3,0,0,0,-4789.376993,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ERRINBAR,n,r,18,14,14,0,9,1,8,1,8,1,0,0,8,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
ERRINROS,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,21892.4976,0,1,1,0,0,0,0,10  25  50,10  25  50,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,21892.4976       35739.0288       110181.776
ERRINROSNE,n,r,10,0,0,0,18,9,9,0,18,0,9,0,9,0,1,1,1,0,1,0,1,25  50,25  50,0  0,0  0,0  0,48  98,24  49,24  49,0  0,48  98,0  0,24  49,0  0,24  49,0  0
ERRINRSM,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,31044.44622,0,1,1,0,0,0,0,10  25  50,10  25  50,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,31044.44622      72441.75595      152873.0724
ERRINRSMNE,n,r,10,0,0,0,18,9,9,0,18,0,9,0,9,0,1,1,1,0,1,0,1,10  25  50,10  25  50,0  0  0,0  0  0,0  0  0,18  48  98,9  24  49,9  24  49,0  0  0,18  48  98,0  0  0,9  24  49,0  0  0,9  24  49,0  0  0
EXP2B,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,4.099736989,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXP2NE,n,r,2,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
EXPFIT,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.0625,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXPFITA,l,r,5,0,0,0,22,22,0,22,0,22,0,0,0,29.98597744,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXPFITB,l,r,5,0,0,0,102,102,0,102,0,102,0,0,0,149.9044852,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXPFITC,l,r,5,0,0,0,502,502,0,502,0,502,0,0,0,749.5197967,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXPLIN,b,r,12,24,12,12,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,12  120,12  120,24  240,12  120,12  120,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,6  6
EXPLIN2,b,r,12,24,12,12,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,12  120,12  120,24  240,12  120,12  120,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,6  6
EXPQUAD,b,r,12,12,6,6,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,12  120,12  120,12  12,6  6,6  6,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,6  6
EXTRASIM,l,r,2,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
EXTROSNB,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,3604,0,1,1,0,0,0,0,5   10  100,5   10  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,1604   3604  39604
EXTROSNBNE,n,r,10,0,0,0,10,1,9,0,10,0,1,0,9,0,1,1,1,0,1,0,1,5   10  100,5   10  100,0  0  0,0  0  0,0  0  0,5   10  100,1  1  1,4   9  99,0  0  0,5   10  100,0  0  0,1  1  1,0  0  0,4   9  99,0  0  0
FBRAIN2LS,b,r,4,8,4,4,0,0,0,0,0,0,0,0,0,4.292220715,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
FBRAIN3LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,10.23482254,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
FCCU,l,r,19,19,19,0,8,8,0,0,8,0,8,0,0,7362.590003,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
FEEDLOC,n,r,90,180,90,90,259,170,89,240,19,166,4,74,15,0.5,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FERRISDC,l,r,16,24,12,12,7,7,0,0,7,0,7,0,0,0,0,1,1,0,0,0,0,4  100  200  300,16   400   800  1200,24   600  1200  1800,12  300  600  900,12  300  600  900,7  103  203  303,7  103  203  303,0  0  0  0,0  0  0  0,7  103  203  303,0  0  0  0,7  103  203  303,0  0  0  0,0  0  0  0,0  0  0  0
FLETBV3M,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,1.89407204332557e-06,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,1.8941e-06   0.0016104
FLETCBV2,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.607269868,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,-1.12038
FLETCBV3,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,1.89416408850245e-06,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,1.8942e-06   0.0016105
FLETCHBV,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,-1795.583591,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,-1840600.091
FLETCHCR,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,9  99
FLETCHER,n,r,4,1,1,0,4,3,1,3,1,3,0,0,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
FLOSP2HH,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLOSP2HL,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLOSP2HM,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLOSP2TH,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLOSP2TL,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLOSP2TM,n,r,27,16,8,8,19,18,1,0,19,0,18,0,1,0,1,1,1,0,1,0,1,1   2   5   8  10  15,27    75   363   867  1323  2883,16   32   80  128  160  240,8   16   40   64   80  120,8   16   40   64   80  120,19    59   323   803  1243  2763,18    50   242   578   882  1922,1    9   81  225  361  841,0  0  0  0  0  0,19    59   323   803  1243  2763,0  0  0  0  0  0,18    50   242   578   882  1922,0  0  0  0  0  0,1    9   81  225  361  841,0  0  0  0  0  0
FLT,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
FMINSRF2,u,r,16,0,0,0,0,0,0,0,0,0,0,0,0,16.90767509,0,1,1,0,0,0,0,4    7    8   11   31   32   75  100  125,16     49     64    121    961   1024   5625  10000  15625,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,16.9077       22.585      23.4614      25.0755      27.6698      27.7124      28.4583      28.5948      28.6764
FMINSURF,u,r,16,0,0,0,0,0,0,0,0,0,0,0,0,44.47017509,0,1,1,0,0,0,0,4    7    8   11   31   32   75  100  125,16     49     64    121    961   1024   5625  10000  15625,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,44.4702      34.3401      32.8403      30.4303      28.4339      28.4309       28.594      28.6717      28.7257
FREURONE,n,r,4,0,0,0,6,0,6,0,6,0,0,0,6,0,1,1,1,0,1,0,1,2   10   50  100  500,2   10   50  100  500,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,2   18   98  198  998,0  0  0  0  0,2   18   98  198  998,0  0  0  0  0,2   18   98  198  998,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,2   18   98  198  998,0  0  0  0  0
FREUROTH,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,2596.5,0,1,1,0,0,0,0,2   10   50  100  500,2   10   50  100  500,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,400.5           8656.5          49056.5          99556.5         503556.5
GASOIL,n,r,263,7,5,2,258,178,80,0,258,0,178,0,80,0.66402662,0,1,1,0,1,0,1,50  100  200  400,1303   2603   5203  10403,7  7  7  7,5  5  5  5,2  2  2  2,1298   2598   5198  10398,898  1798  3598  7198,400   800  1600  3200,0  0  0  0,1298   2598   5198  10398,0  0  0  0,898  1798  3598  7198,0  0  0  0,400   800  1600  3200,0  0  0  0
GAUSS1LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,7371.720578,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GAUSS2LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,9158.139582,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GAUSS3LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,18905.13532,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GAUSSIAN,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,3.88810699116688e-06,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GENHS28,l,r,10,0,0,0,8,8,0,0,8,0,8,0,0,41,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GENHUMPS,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,230612.3579,0,1,1,0,0,0,0,5   10  100  500,5   10  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,102488.593378      230612.357871      2536840.11875      12786741.2782
GENROSE,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,78.3297589,0,1,1,0,0,0,0,5   10  100  500,5   10  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,58.777778      78.329759      404.12622      1870.0351
GENROSEB,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,78.3297589,0,1,1,0,0,0,0,5   10  100  500,5   10  100  500,10    20   200  1000,5   10  100  500,5   10  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,58.777778      78.329759      404.12622      1870.0351
GENROSEBNE,n,r,10,20,10,10,18,9,9,0,18,0,9,0,9,0,1,1,1,0,1,0,1,5   10  100  500,5   10  100  500,10    20   200  1000,5   10  100  500,5   10  100  500,8   18  198  998,4    9   99  499,4    9   99  499,0  0  0  0,8   18  198  998,0  0  0  0,4    9   99  499,0  0  0  0,4    9   99  499,0  0  0  0
GIGOMEZ1,n,r,3,0,0,0,3,2,1,3,0,2,0,1,0,2,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
GIGOMEZ2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,2,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
GIGOMEZ3,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,2,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
GILBERT,n,r,10,1,1,0,1,0,1,0,1,0,0,0,1,192.5,0,1,1,0,1,0,1,2    5   10   20   50  100  200  500,2    5   10   20   50  100  200  500,1  1  1  1  1  1  1  1,1  1  1  1  1  1  1  1,0  0  0  0  0  0  0  0,1  1  1  1  1  1  1  1,0  0  0  0  0  0  0  0,1  1  1  1  1  1  1  1,0  0  0  0  0  0  0  0,1  1  1  1  1  1  1  1,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,1  1  1  1  1  1  1  1,58.5          106.5          192.5         363.75          878.5        1736.75       3453.375        8603.35
GOFFIN,l,r,51,0,0,0,50,50,0,50,0,50,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GOTTFR,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
GOULDQP1,l,r,32,64,32,32,17,17,0,0,17,0,17,0,0,13542.27625,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GPP,n,r,100,0,0,0,198,99,99,198,0,99,0,99,0,4950,0,1,1,1,0,1,0,250  500,250  500,0  0,0  0,0  0,498  998,249  499,249  499,498  998,0  0,249  499,0  0,249  499,0  0,31125  124750
GROWTH,n,r,3,0,0,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
GROWTHLS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,85962.42903,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GULF,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,12.11070583,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
GULFNE,n,r,3,0,0,0,99,0,99,0,99,0,0,0,99,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HADAMALS,b,r,100,200,100,100,0,0,0,0,0,0,0,0,0,2991.799,0,1,1,0,0,0,0,2   4   6   8  10  12  14  16  18  20  32  64,4    16    36    64   100   144   196   256   324   400  1024  4096,8    32    72   128   200   288   392   512   648   800  2048  8192,4    16    36    64   100   144   196   256   324   400  1024  4096,4    16    36    64   100   144   196   256   324   400  1024  4096,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,2.9854           65.7292          363.1746          1196.236          2991.799         6302.7204        11807.8282        20311.9216         32745.771         50166.118       334454.5504      5427378.3232
HADAMARD,n,r,101,1,1,0,255,200,55,200,55,200,0,0,55,0,0,1,1,0,1,0,1,2   4   6   8  10  12  14  16  18  20,5   17   37   65  101  145  197  257  325  401,1  1  1  1  1  1  1  1  1  1,1  1  1  1  1  1  1  1  1  1,0  0  0  0  0  0  0  0  0  0,11    42    93   164   255   366   497   648   819  1010,8   32   72  128  200  288  392  512  648  800,3   10   21   36   55   78  105  136  171  210,8   32   72  128  200  288  392  512  648  800,3   10   21   36   55   78  105  136  171  210,8   32   72  128  200  288  392  512  648  800,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,3   10   21   36   55   78  105  136  171  210,0  0  0  0  0  0  0  0  0  0
HAGER1,l,r,21,2,1,1,10,10,0,0,10,0,10,0,0,0,0,1,1,0,0,0,0,10   50  100  500,21   101   201  1001,2  2  2  2,1  1  1  1,1  1  1  1,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0
HAGER2,l,r,21,2,1,1,10,10,0,0,10,0,10,0,0,0.016666667,0,1,1,0,0,0,0,10   50  100  500,21   101   201  1001,2  2  2  2,1  1  1  1,1  1  1  1,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0.016667   0.0033333   0.0016667  0.00033333
HAGER3,l,r,11,2,1,1,5,5,0,0,5,0,5,0,0,0.015625,0,1,1,0,0,0,0,10   50  100  500,21   101   201  1001,2  2  2  2,1  1  1  1,1  1  1  1,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0.0078125   0.0015625  0.00078125  0.00015625
HAGER4,l,r,21,12,1,11,10,10,0,0,10,0,10,0,0,0.101879586,0,1,1,0,0,0,0,10   50  100  500,21   101   201  1001,12   52  102  502,1  1  1  1,11   51  101  501,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0.10188    0.022957    0.011652   0.0023585
HAHN1,n,r,7,0,0,0,236,0,236,0,236,0,0,0,236,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HAHN1LS,u,r,7,0,0,0,0,0,0,0,0,0,0,0,0,3097556.527,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HAIFAS,n,r,13,0,0,0,9,8,1,9,0,8,0,1,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HAIRY,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,700.8468104,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HALDMADS,n,r,6,0,0,0,42,0,42,42,0,0,0,42,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HANGING,n,r,27,24,12,12,12,0,12,12,0,0,0,12,0,0,0,1,1,1,0,1,0,3   5  10  20  40,27   45   90  180  360,24  24  24  24  24,12  12  12  12  12,12  12  12  12  12,12   22   47   97  197,0  0  0  0  0,12   22   47   97  197,12   22   47   97  197,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,12   22   47   97  197,0  0  0  0  0,0  0  0  0  0
HARKERP2,b,r,10,10,10,0,0,0,0,0,0,0,0,0,0,30761.5,0,1,1,0,0,0,0,10  100  500,10  100  500,10  100  500,10  100  500,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,30761.5             2708326615          8359374833075
HART6,b,r,6,12,6,6,0,0,0,0,0,0,0,0,0,-0.408149428,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDA,b,r,4,4,4,0,0,0,0,0,0,0,0,0,0,0.95026334,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDANE,n,r,4,4,4,0,4,1,3,0,4,0,1,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDB,b,r,4,5,4,1,0,0,0,0,0,0,0,0,0,0.95026334,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDBNE,n,r,4,5,4,1,4,1,3,0,4,0,1,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDC,b,r,25,48,24,24,0,0,0,0,0,0,0,0,0,0.2063,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDCNE,n,r,25,48,24,24,25,2,23,0,25,0,2,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDD,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,25.24303232,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDDNE,n,r,3,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDE,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,45.20649589,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
